phase,seq,flag,min_mm,local_v,local_w,edge_v,edge_w,t_send_s,rtt_ms,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,ok
paced,25,0,620,220,0,150,-634,1.200334,1.270,150,-634,0,0,0,44,0,1
paced,26,0,172,220,0,150,-116,1.250798,1.795,150,-116,0,2,0,44,0,1
paced,27,0,719,220,0,150,810,1.300550,1.985,150,810,0,0,0,44,0,1
paced,28,0,252,220,0,150,-1059,1.350391,1.216,150,-1059,0,1,0,44,0,1
paced,29,0,794,220,0,150,1144,1.400656,1.881,150,1144,0,0,0,44,0,1
paced,30,0,453,220,0,150,-1325,1.450337,1.274,150,-1325,0,0,0,44,0,1
paced,31,0,490,220,0,150,1135,1.500363,1.303,150,1135,0,0,0,44,0,1
paced,32,0,662,220,0,150,-92,1.550436,2.106,150,-92,0,0,0,44,0,1
paced,33,0,669,220,0,150,1579,1.600417,2.106,150,1579,0,0,0,44,0,1
paced,34,0,344,220,0,150,-578,1.650577,1.968,150,-578,0,1,0,44,0,1
paced,35,0,440,220,0,150,586,1.700505,1.111,150,586,0,0,0,44,0,1
paced,36,0,661,220,0,150,1646,1.750504,2.048,150,1646,0,0,0,44,0,1
paced,37,0,667,220,0,150,-209,1.800490,1.123,150,-209,0,0,0,44,0,1
paced,38,0,753,220,0,150,1675,1.850337,1.237,150,1675,0,0,0,44,0,1
paced,39,0,185,220,0,150,147,1.900713,1.905,150,147,0,2,0,44,0,1
paced,40,0,398,220,0,150,1226,1.950790,1.796,150,1226,0,1,0,44,0,1
paced,41,0,563,220,0,150,-123,2.000326,1.286,150,-123,0,0,0,44,0,1
paced,42,0,327,220,0,150,-317,2.050551,2.006,150,-317,0,1,0,44,0,1
paced,43,0,711,220,0,150,1795,2.100828,1.757,150,1795,0,0,0,44,0,1
paced,44,0,533,220,0,150,-1466,2.150314,1.294,150,-1466,0,0,0,44,0,1
paced,45,0,599,220,0,150,898,2.200508,1.103,150,898,0,0,0,44,0,1
paced,46,0,670,220,0,150,-1378,2.250820,1.917,150,-1378,0,0,0,44,0,1
paced,47,0,317,220,0,150,313,2.300454,1.162,150,313,0,1,0,44,0,1
paced,48,0,552,220,0,150,-303,2.350590,2.004,150,-303,0,0,0,44,0,1
paced,49,0,651,220,0,150,1181,2.400651,1.958,150,1181,0,0,0,44,0,1
paced,50,0,180,220,0,150,102,2.450366,1.310,150,102,0,2,0,44,0,1
paced,51,0,194,220,0,150,-557,2.500650,2.122,150,-557,0,2,0,44,0,1
paced,52,0,779,220,0,150,609,2.550905,1.792,150,609,0,0,0,44,0,1
paced,53,0,742,220,0,150,-208,2.600677,2.192,150,-208,0,0,0,44,0,1
paced,54,0,324,220,0,150,-1130,2.650517,2.027,150,-1130,0,1,0,44,0,1
paced,55,0,664,220,0,150,-891,2.700780,1.856,150,-891,0,0,0,44,0,1
paced,56,0,162,220,0,150,1336,2.750811,1.864,150,1336,0,2,0,44,0,1
paced,57,0,354,220,0,150,390,2.800642,1.905,150,390,0,1,0,44,0,1
paced,58,0,711,220,0,150,-870,2.850589,1.954,150,-870,0,0,0,44,0,1
paced,59,0,564,220,0,150,284,2.900733,1.892,150,284,0,0,0,44,0,1
paced,60,0,502,220,0,150,1651,2.950565,1.914,150,1651,0,0,0,44,0,1
paced,61,0,741,220,0,150,-373,3.000537,1.996,150,-373,0,0,0,44,0,1
paced,62,0,620,220,0,150,-718,3.050318,1.251,150,-718,0,0,0,44,0,1
paced,63,0,711,220,0,150,674,3.100714,1.790,150,674,0,0,0,44,0,1
paced,64,0,155,220,0,150,-249,3.150315,1.260,150,-249,0,2,0,44,0,1
paced,65,0,674,220,0,150,1494,3.200314,1.251,150,1494,0,0,0,44,0,1
paced,66,0,282,220,0,150,304,3.250801,1.780,150,304,0,1,0,44,0,1
paced,67,0,724,220,0,150,-979,3.300345,1.261,150,-979,0,0,0,44,0,1
paced,68,0,586,220,0,150,-1591,3.350756,1.803,150,-1591,0,0,0,44,0,1
paced,69,0,642,220,0,150,1743,3.400313,1.297,150,1743,0,0,0,44,0,1
paced,70,0,523,220,0,150,514,3.450316,1.290,150,514,0,0,0,44,0,1
paced,71,0,717,220,0,150,-1002,3.500558,1.990,150,-1002,0,0,0,44,0,1
paced,72,0,666,220,0,150,-127,3.550394,1.186,150,-127,0,0,0,44,0,1
paced,73,0,646,220,0,150,1511,3.600313,2.373,150,1511,0,0,0,44,0,1
paced,74,0,515,220,0,150,-123,3.650791,1.769,150,-123,0,0,0,44,0,1
paced,75,0,504,220,0,150,-1814,3.700616,1.931,150,-1814,0,0,0,44,0,1
paced,76,0,701,220,0,150,392,3.750364,1.261,150,392,0,0,0,44,0,1
paced,77,0,788,220,0,150,1401,3.800661,1.918,150,1401,0,0,0,44,0,1
paced,78,0,777,220,0,150,-464,3.850819,1.797,150,-464,0,0,0,44,0,1
paced,79,0,619,220,0,150,637,3.900325,1.282,150,637,0,0,0,44,0,1
paced,80,0,178,220,0,150,1475,3.950700,1.832,150,1475,0,2,0,44,0,1
paced,81,0,385,220,0,150,782,4.000361,1.227,150,782,0,1,0,44,0,1
paced,82,0,331,220,0,150,435,4.050773,1.831,150,435,0,1,0,44,0,1
paced,83,0,748,220,0,150,-1080,4.100351,1.228,150,-1080,0,0,0,44,0,1
paced,84,0,243,220,0,150,1450,4.150695,1.906,150,1450,0,1,0,44,0,1
paced,85,0,714,220,0,150,1444,4.200347,1.254,150,1444,0,0,0,44,0,1
paced,86,0,411,220,0,150,-1688,4.250509,1.037,150,-1688,0,0,0,44,0,1
paced,87,0,222,220,0,150,-1480,4.300539,1.936,150,-1480,0,1,0,44,0,1
paced,88,0,167,220,0,150,35,4.350338,1.254,150,35,0,2,0,44,0,1
paced,89,0,164,220,0,150,1268,4.400493,1.178,150,1268,0,2,0,44,0,1
paced,90,0,437,220,0,150,-798,4.450521,1.055,150,-798,0,0,0,44,0,1
paced,91,0,425,220,0,150,-1372,4.500320,1.298,150,-1372,0,0,0,44,0,1
paced,92,0,789,220,0,150,-1064,4.550701,2.020,150,-1064,0,0,0,44,0,1
paced,93,0,502,220,0,150,-631,4.600786,1.882,150,-631,0,0,0,44,0,1
paced,94,0,221,220,0,150,-1135,4.650672,1.923,150,-1135,0,1,0,44,0,1
paced,95,0,313,220,0,150,-775,4.700826,1.821,150,-775,0,1,0,44,0,1
paced,96,0,690,220,0,150,-1132,4.750524,2.031,150,-1132,0,0,0,44,0,1
paced,97,0,429,220,0,150,835,4.800730,1.841,150,835,0,0,0,44,0,1
paced,98,0,451,220,0,150,42,4.850403,1.234,150,42,0,0,0,44,0,1
paced,99,0,479,220,0,150,213,4.900414,1.204,150,213,0,0,0,44,0,1
paced,100,0,635,220,0,150,-1353,4.950349,2.203,150,-1353,0,0,0,44,0,1
paced,101,0,174,220,0,150,-543,5.000651,1.917,150,-543,0,2,0,44,0,1
paced,102,0,545,220,0,150,-414,5.050568,2.071,150,-414,0,0,0,44,0,1
paced,103,0,581,220,0,150,1441,5.100920,1.920,150,1441,0,0,0,44,0,1
paced,104,0,342,220,0,150,-762,5.150405,1.208,150,-762,0,1,0,44,0,1
paced,105,0,261,220,0,150,-782,5.200341,1.275,150,-782,0,1,0,44,0,1
paced,106,0,672,220,0,150,-964,5.250694,1.896,150,-964,0,0,0,44,0,1
paced,107,0,770,220,0,150,-52,5.300332,1.276,150,-52,0,0,0,44,0,1
paced,108,0,171,220,0,150,-897,5.350319,1.284,150,-897,0,2,0,44,0,1
paced,109,0,168,220,0,150,-193,5.400430,2.133,150,-193,0,2,0,44,0,1
paced,110,0,299,220,0,150,-1676,5.450830,1.962,150,-1676,0,1,0,44,0,1
paced,111,0,314,220,0,150,5,5.500856,2.056,150,5,0,1,0,44,0,1
paced,112,0,668,220,0,150,957,5.550369,1.288,150,957,0,0,0,44,0,1
paced,113,0,586,220,0,150,411,5.600673,1.943,150,411,0,0,0,44,0,1
paced,114,0,375,220,0,150,763,5.650455,1.139,150,763,0,1,0,44,0,1
paced,115,0,678,220,0,150,26,5.700685,1.939,150,26,0,0,0,44,0,1
paced,116,0,378,220,0,150,325,5.750344,1.271,150,325,0,1,0,44,0,1
paced,117,0,181,220,0,150,-203,5.800739,1.845,150,-203,0,2,0,44,0,1
paced,118,0,739,220,0,150,1470,5.850361,1.230,150,1470,0,0,0,44,0,1
paced,119,0,478,220,0,150,882,5.900390,1.227,150,882,0,0,0,44,0,1
paced,120,0,796,220,0,150,-74,5.950339,1.269,150,-74,0,0,0,44,0,1
paced,121,0,210,220,0,150,1200,6.000321,1.278,150,1200,0,1,0,44,0,1
paced,122,0,455,220,0,150,-1306,6.050383,1.218,150,-1306,0,0,0,44,0,1
paced,123,0,367,220,0,150,1766,6.100661,2.025,150,1766,0,1,0,44,0,1
paced,124,0,198,220,0,150,-566,6.150392,1.235,150,-566,0,2,0,44,0,1
paced,125,0,222,220,0,150,1696,6.200553,2.005,150,1696,0,1,0,44,0,1
paced,126,0,228,220,0,150,-549,6.250325,1.258,150,-549,0,1,0,44,0,1
paced,127,0,455,220,0,150,1226,6.300707,1.920,150,1226,0,0,0,44,0,1
paced,128,0,312,220,0,150,-116,6.350332,1.236,150,-116,0,1,0,44,0,1
paced,129,0,728,220,0,150,-787,6.400677,1.924,150,-787,0,0,0,44,0,1
paced,130,0,283,220,0,150,-1786,6.450544,2.026,150,-1786,0,1,0,44,0,1
paced,131,0,724,220,0,150,1779,6.500808,1.794,150,1779,0,0,0,44,0,1
paced,132,0,188,220,0,150,599,6.550631,1.905,150,599,0,2,0,44,0,1
paced,133,0,372,220,0,150,515,6.600822,1.829,150,515,0,1,0,44,0,1
paced,134,0,621,220,0,150,-1118,6.650787,1.809,150,-1118,0,0,0,44,0,1
paced,135,0,787,220,0,150,264,6.700716,1.829,150,264,0,0,0,44,0,1
paced,136,0,188,220,0,150,-272,6.750758,1.884,150,-272,0,2,0,44,0,1
paced,137,0,355,220,0,150,-399,6.800494,1.229,150,-399,0,1,0,44,0,1
paced,138,0,251,220,0,150,-978,6.850336,1.314,150,-978,0,1,0,44,0,1
paced,139,0,737,220,0,150,941,6.900511,1.092,150,941,0,0,0,44,0,1
paced,140,0,593,220,0,150,602,6.950635,1.893,150,602,0,0,0,44,0,1
paced,141,0,348,220,0,150,196,7.000439,1.186,150,196,0,1,0,44,0,1
paced,142,0,256,220,0,150,907,7.050586,1.927,150,907,0,1,0,44,0,1
paced,143,0,549,220,0,150,-608,7.100458,1.165,150,-608,0,0,0,44,0,1
paced,144,0,666,220,0,150,227,7.150628,1.924,150,227,0,0,0,44,0,1
paced,145,0,167,220,0,150,-488,7.200326,2.234,150,-488,0,2,0,44,0,1
paced,146,0,776,220,0,150,1750,7.250654,1.914,150,1750,0,0,0,44,0,1
paced,147,0,561,220,0,150,-668,7.300850,1.772,150,-668,0,0,0,44,0,1
paced,148,0,168,220,0,150,-1178,7.350386,1.251,150,-1178,0,2,0,44,0,1
paced,149,0,355,220,0,150,1692,7.400334,1.267,150,1692,0,1,0,44,0,1
paced,150,0,485,220,0,150,1502,7.450457,1.181,150,1502,0,0,0,44,0,1
paced,151,0,726,220,0,150,1385,7.500700,1.901,150,1385,0,0,0,44,0,1
paced,152,0,288,220,0,150,-432,7.550365,1.316,150,-432,0,1,0,44,0,1
paced,153,0,589,220,0,150,-948,7.600447,1.154,150,-948,0,0,0,44,0,1
paced,154,0,422,220,0,150,942,7.650361,1.252,150,942,0,0,0,44,0,1
paced,155,0,248,220,0,150,1611,7.700717,1.952,150,1611,0,1,0,44,0,1
paced,156,0,538,220,0,150,423,7.750793,1.813,150,423,0,0,0,44,0,1
paced,157,0,502,220,0,150,1794,7.800344,1.300,150,1794,0,0,0,44,0,1
paced,158,0,697,220,0,150,164,7.850441,1.166,150,164,0,0,0,44,0,1
paced,159,0,695,220,0,150,-859,7.900775,1.821,150,-859,0,0,0,44,0,1
paced,160,0,216,220,0,150,1151,7.950322,1.297,150,1151,0,1,0,44,0,1
paced,161,0,191,220,0,150,-1474,8.000624,2.197,150,-1474,0,2,0,44,0,1
paced,162,0,286,220,0,150,-1125,8.050613,2.068,150,-1125,0,1,0,44,0,1
paced,163,0,320,220,0,150,384,8.100808,1.905,150,384,0,1,0,44,0,1
paced,164,0,368,220,0,150,-723,8.150605,2.019,150,-723,0,1,0,44,0,1
paced,165,0,490,220,0,150,638,8.200376,2.201,150,638,0,0,0,44,0,1
paced,166,0,668,220,0,150,1625,8.250762,2.092,150,1625,0,0,0,44,0,1
paced,167,0,411,220,0,150,-313,8.300667,1.894,150,-313,0,0,0,44,0,1
paced,168,0,496,220,0,150,-427,8.350593,2.029,150,-427,0,0,0,44,0,1
paced,169,0,266,220,0,150,-628,8.400762,1.882,150,-628,0,1,0,44,0,1
paced,170,0,390,220,0,150,1732,8.450501,2.063,150,1732,0,1,0,44,0,1
paced,171,0,768,220,0,150,1372,8.500645,2.088,150,1372,0,0,0,44,0,1
paced,172,0,650,220,0,150,-1266,8.550630,2.005,150,-1266,0,0,0,44,0,1
paced,173,0,743,220,0,150,437,8.600559,2.016,150,437,0,0,0,44,0,1
paced,174,0,256,220,0,150,-507,8.650374,1.240,150,-507,0,1,0,44,0,1
paced,175,0,190,220,0,150,-155,8.700422,2.203,150,-155,0,2,0,44,0,1
paced,176,0,224,220,0,150,-263,8.750486,1.223,150,-263,0,1,0,44,0,1
paced,177,0,300,220,0,150,1573,8.800602,1.969,150,1573,0,1,0,44,0,1
paced,178,0,278,220,0,150,-424,8.850489,2.066,150,-424,0,1,0,44,0,1
paced,179,0,267,220,0,150,699,8.900749,1.856,150,699,0,1,0,44,0,1
paced,180,0,751,220,0,150,1382,8.950728,2.811,150,1382,0,0,0,44,0,1
paced,181,0,537,220,0,150,-1507,9.000334,1.296,150,-1507,0,0,0,44,0,1
paced,182,0,734,220,0,150,433,9.050772,1.895,150,433,0,0,0,44,0,1
paced,183,0,379,220,0,150,498,9.100359,1.239,150,498,0,1,0,44,0,1
paced,184,0,233,220,0,150,-728,9.150694,1.968,150,-728,0,1,0,44,0,1
paced,185,0,523,220,0,150,-610,9.200614,1.925,150,-610,0,0,0,44,0,1
paced,186,0,727,220,0,150,368,9.250366,1.341,150,368,0,0,0,44,0,1
paced,187,0,267,220,0,150,55,9.300805,1.815,150,55,0,1,0,44,0,1
paced,188,0,433,220,0,150,-1379,9.350703,1.887,150,-1379,0,0,0,44,0,1
paced,189,0,196,220,0,150,1570,9.400359,1.315,150,1570,0,2,0,44,0,1
paced,190,0,452,220,0,150,-1770,9.450558,2.057,150,-1770,0,0,0,44,0,1
paced,191,0,778,220,0,150,926,9.500881,2.226,150,926,0,0,0,44,0,1
paced,192,0,164,220,0,150,-1445,9.550391,2.195,150,-1445,0,2,0,44,0,1
paced,193,0,573,220,0,150,-1349,9.600613,2.007,150,-1349,0,0,0,44,0,1
paced,194,0,190,220,0,150,-1051,9.650364,1.263,150,-1051,0,2,0,44,0,1
paced,195,0,395,220,0,150,1397,9.700527,1.976,150,1397,0,1,0,44,0,1
paced,196,0,750,220,0,150,-96,9.750824,1.849,150,-96,0,0,0,44,0,1
paced,197,0,315,220,0,150,-1347,9.800332,1.271,150,-1347,0,1,0,44,0,1
paced,198,0,611,220,0,150,-1135,9.850333,1.281,150,-1135,0,0,0,44,0,1
paced,199,0,397,220,0,150,-1169,9.900337,1.272,150,-1169,0,1,0,44,0,1
paced,200,0,255,220,0,150,-38,9.950704,1.872,150,-38,0,1,0,44,0,1
paced,201,0,537,220,0,150,1483,10.000487,2.123,150,1483,0,0,0,44,0,1
paced,202,0,705,220,0,150,1531,10.050659,2.296,150,1531,0,0,0,44,0,1
paced,203,0,451,220,0,150,433,10.100687,1.939,150,433,0,0,0,44,0,1
paced,204,0,409,220,0,150,1094,10.150775,1.900,150,1094,0,0,0,44,0,1
paced,205,0,638,220,0,150,-532,10.200380,2.210,150,-532,0,0,0,44,0,1
paced,206,0,252,220,0,150,-970,10.250863,1.787,150,-970,0,1,0,44,0,1
paced,207,0,475,220,0,150,-1658,10.300363,2.353,150,-1658,0,0,0,44,0,1
paced,208,0,177,220,0,150,-1777,10.350424,2.157,150,-1777,0,2,0,44,0,1
paced,209,0,452,220,0,150,1155,10.400364,1.271,150,1155,0,0,0,44,0,1
paced,210,0,760,220,0,150,-509,10.450548,2.027,150,-509,0,0,0,44,0,1
paced,211,0,610,220,0,150,-218,10.500481,2.104,150,-218,0,0,0,44,0,1
paced,212,0,470,220,0,150,-188,10.550372,1.239,150,-188,0,0,0,44,0,1
paced,213,0,214,220,0,150,-1558,10.600578,2.028,150,-1558,0,1,0,44,0,1
paced,214,0,474,220,0,150,643,10.650604,1.994,150,643,0,0,0,44,0,1
paced,215,0,616,220,0,150,-1364,10.700499,2.054,150,-1364,0,0,0,44,0,1
paced,216,0,406,220,0,150,-939,10.750816,2.787,150,-939,0,0,0,44,0,1
paced,217,0,782,220,0,150,1366,10.800788,1.803,150,1366,0,0,0,44,0,1
paced,218,0,705,220,0,150,1733,10.850577,2.015,150,1733,0,0,0,44,0,1
paced,219,0,630,220,0,150,890,10.900564,2.033,150,890,0,0,0,44,0,1
paced,220,0,514,220,0,150,-759,10.950546,2.011,150,-759,0,0,0,44,0,1
paced,221,0,337,220,0,150,398,11.000338,1.280,150,398,0,1,0,44,0,1
paced,222,0,362,220,0,150,-562,11.050338,1.274,150,-562,0,1,0,44,0,1
paced,223,0,353,220,0,150,-811,11.100829,1.786,150,-811,0,1,0,44,0,1
paced,224,0,519,220,0,150,-1487,11.150345,1.270,150,-1487,0,0,0,44,0,1
paced,225,0,437,220,0,150,-1454,11.200452,2.138,150,-1454,0,0,0,44,0,1
paced,226,0,608,220,0,150,-1450,11.250604,1.993,150,-1450,0,0,0,44,0,1
paced,227,0,738,220,0,150,815,11.300597,2.047,150,815,0,0,0,44,0,1
paced,228,0,497,220,0,150,-889,11.350819,1.864,150,-889,0,0,0,44,0,1
paced,229,0,549,220,0,150,-564,11.400374,2.178,150,-564,0,0,0,44,0,1
paced,230,0,192,220,0,150,-480,11.450501,2.088,150,-480,0,2,0,44,0,1
paced,231,0,341,220,0,150,-523,11.500805,1.883,150,-523,0,1,0,44,0,1
paced,232,0,742,220,0,150,-580,11.550648,2.115,150,-580,0,0,0,44,0,1
paced,233,0,401,220,0,150,-451,11.600615,1.989,150,-451,0,0,0,44,0,1
paced,234,0,253,220,0,150,409,11.650831,1.821,150,409,0,1,0,44,0,1
paced,235,0,776,220,0,150,551,11.700634,1.980,150,551,0,0,0,44,0,1
paced,236,0,760,220,0,150,-1443,11.750805,1.824,150,-1443,0,0,0,44,0,1
paced,237,0,400,220,0,150,-919,11.800723,1.912,150,-919,0,0,0,44,0,1
paced,238,0,170,220,0,150,1490,11.850339,1.267,150,1490,0,2,0,44,0,1
paced,239,0,399,220,0,150,-175,11.900557,2.006,150,-175,0,1,0,44,0,1
paced,240,0,224,220,0,150,-723,11.950341,1.268,150,-723,0,1,0,44,0,1
paced,241,0,714,220,0,150,1733,12.000723,2.038,150,1733,0,0,0,44,0,1
paced,242,0,222,220,0,150,1166,12.050387,2.204,150,1166,0,1,0,44,0,1
paced,243,0,226,220,0,150,-1732,12.100418,2.305,150,-1732,0,1,0,44,0,1
paced,244,0,800,220,0,150,-1780,12.150541,2.076,150,-1780,0,0,0,44,0,1
paced,245,0,447,220,0,150,1254,12.200642,2.007,150,1254,0,0,0,44,0,1
paced,246,0,517,220,0,150,200,12.250840,1.822,150,200,0,0,0,44,0,1
paced,247,0,630,220,0,150,1713,12.300588,1.998,150,1713,0,0,0,44,0,1
paced,248,0,307,220,0,150,-1407,12.350363,1.272,150,-1407,0,1,0,44,0,1
paced,249,0,663,220,0,150,1365,12.400372,1.267,150,1365,0,0,0,44,0,1
paced,250,0,485,220,0,150,-1505,12.450834,1.835,150,-1505,0,0,0,44,0,1
paced,251,0,671,220,0,150,904,12.500600,3.001,150,904,0,0,0,44,0,1
paced,252,0,327,220,0,150,-1085,12.550585,2.043,150,-1085,0,1,0,44,0,1
paced,253,0,303,220,0,150,-1241,12.600580,2.026,150,-1241,0,1,0,44,0,1
paced,254,0,477,220,0,150,-569,12.650525,2.217,150,-569,0,0,0,44,0,1
paced,255,0,259,220,0,150,1085,12.700670,2.031,150,1085,0,1,0,44,0,1
paced,256,0,676,220,0,150,1598,12.750344,1.299,150,1598,0,0,0,44,0,1
paced,257,0,766,220,0,150,-618,12.800356,1.276,150,-618,0,0,0,44,0,1
paced,258,0,279,220,0,150,-974,12.850338,1.268,150,-974,0,1,0,44,0,1
paced,259,0,295,220,0,150,414,12.900557,2.135,150,414,0,1,0,44,0,1
paced,260,0,182,220,0,150,1373,12.950303,1.278,150,1373,0,2,0,44,0,1
paced,261,0,473,220,0,150,1542,13.000323,1.290,150,1542,0,0,0,44,0,1
paced,262,0,788,220,0,150,1472,13.050492,2.048,150,1472,0,0,0,44,0,1
paced,263,0,716,220,0,150,1623,13.100377,2.210,150,1623,0,0,0,44,0,1
paced,264,0,360,220,0,150,-1091,13.150711,1.944,150,-1091,0,1,0,44,0,1
paced,265,0,456,220,0,150,-48,13.200657,1.988,150,-48,0,0,0,44,0,1
paced,266,0,700,220,0,150,-1174,13.250815,1.879,150,-1174,0,0,0,44,0,1
paced,267,0,199,220,0,150,1107,13.300832,1.863,150,1107,0,2,0,44,0,1
paced,268,0,403,220,0,150,-786,13.350725,1.914,150,-786,0,0,0,44,0,1
paced,269,0,215,220,0,150,973,13.400636,1.960,150,973,0,1,0,44,0,1
paced,270,0,607,220,0,150,1490,13.450370,1.262,150,1490,0,0,0,44,0,1
paced,271,0,590,220,0,150,429,13.500996,1.655,150,429,0,0,0,44,0,1
paced,272,0,406,220,0,150,397,13.550414,2.184,150,397,0,0,0,44,0,1
paced,273,0,599,220,0,150,1666,13.600467,2.112,150,1666,0,0,0,44,0,1
paced,274,0,700,220,0,150,36,13.650621,1.990,150,36,0,0,0,44,0,1
paced,275,0,161,220,0,150,-200,13.700368,1.304,150,-200,0,2,0,44,0,1
paced,276,0,496,220,0,150,-1118,13.750501,2.058,150,-1118,0,0,0,44,0,1
paced,277,0,414,220,0,150,169,13.800701,1.879,150,169,0,0,0,44,0,1
paced,278,0,174,220,0,150,1428,13.850350,1.274,150,1428,0,2,0,44,0,1
paced,279,0,576,220,0,150,517,13.900679,1.916,150,517,0,0,0,44,0,1
paced,280,0,169,220,0,150,-1565,13.950354,1.273,150,-1565,0,2,0,44,0,1
paced,281,0,513,220,0,150,555,14.000372,1.274,150,555,0,0,0,44,0,1
paced,282,0,291,220,0,150,611,14.050373,1.310,150,611,0,1,0,44,0,1
paced,283,0,278,220,0,150,-1253,14.100543,2.012,150,-1253,0,1,0,44,0,1
paced,284,0,415,220,0,150,1575,14.150433,2.157,150,1575,0,0,0,44,0,1
paced,285,0,433,220,0,150,-191,14.200861,1.832,150,-191,0,0,0,44,0,1
paced,286,0,727,220,0,150,-178,14.250495,2.074,150,-178,0,0,0,44,0,1
paced,287,0,326,220,0,150,688,14.300777,1.850,150,688,0,1,0,44,0,1
paced,288,0,241,220,0,150,-864,14.350720,1.960,150,-864,0,1,0,44,0,1
paced,289,0,647,220,0,150,-1790,14.400733,1.902,150,-1790,0,0,0,44,0,1
paced,290,0,331,220,0,150,345,14.450836,1.863,150,345,0,1,0,44,0,1
paced,291,0,474,220,0,150,231,14.500477,1.128,150,231,0,0,0,44,0,1
paced,292,0,598,220,0,150,991,14.550320,1.281,150,991,0,0,0,44,0,1
paced,293,0,381,220,0,150,-844,14.600322,1.303,150,-844,0,1,0,44,0,1
paced,294,0,470,220,0,150,207,14.650871,1.856,150,207,0,0,0,44,0,1
paced,295,0,640,220,0,150,-899,14.700373,1.291,150,-899,0,0,0,44,0,1
paced,296,0,572,220,0,150,-440,14.750806,1.759,150,-440,0,0,0,44,0,1
paced,297,0,723,220,0,150,683,14.800763,1.856,150,683,0,0,0,44,0,1
paced,298,0,431,220,0,150,827,14.850348,1.258,150,827,0,0,0,44,0,1
paced,299,0,374,220,0,150,-1623,14.900724,1.837,150,-1623,0,1,0,44,0,1
paced,300,0,223,220,0,150,1306,14.950376,2.233,150,1306,0,1,0,44,0,1
paced,301,0,673,220,0,150,823,15.000449,2.180,150,823,0,0,0,44,0,1
paced,302,0,527,220,0,150,-1167,15.050363,1.285,150,-1167,0,0,0,44,0,1
paced,303,0,673,220,0,150,1317,15.100707,2.075,150,1317,0,0,0,44,0,1
paced,304,0,358,220,0,150,-543,15.150894,1.722,150,-543,0,1,0,44,0,1
paced,305,0,455,220,0,150,1016,15.200458,2.114,150,1016,0,0,0,44,0,1
paced,306,0,456,220,0,150,1657,15.250869,1.809,150,1657,0,0,0,44,0,1
paced,307,0,715,220,0,150,-298,15.300532,2.051,150,-298,0,0,0,44,0,1
paced,308,0,319,220,0,150,1052,15.350706,1.985,150,1052,0,1,0,44,0,1
paced,309,0,625,220,0,150,615,15.400740,1.908,150,615,0,0,0,44,0,1
paced,310,0,237,220,0,150,1687,15.450692,2.012,150,1687,0,1,0,44,0,1
paced,311,0,276,220,0,150,662,15.500383,1.255,150,662,0,1,0,44,0,1
paced,312,0,676,220,0,150,519,15.550427,2.155,150,519,0,0,0,44,0,1
paced,313,0,536,220,0,150,-1098,15.600783,1.889,150,-1098,0,0,0,44,0,1
paced,314,0,309,220,0,150,-794,15.650365,1.372,150,-794,0,1,0,44,0,1
paced,315,0,586,220,0,150,-929,15.700475,2.183,150,-929,0,0,0,44,0,1
